Geneid	AN14028316	AN14028318	AN14028320	AN14028322	AN14028324	AN14028326	AN14028328	AN14028330
LDC1P	0	0	0	0	0	0	0	0
LINC01226	0	0	0	0	0	0	0	0
TINAGL1	7723	7815	8222	9044	6548	4164	7099	9532
HCRTR1	5	1	2	6	4	5	4	6
PEF1	2965	3756	3027	3238	2138	1591	2090	2668
COL16A1	501	456	396	382	41	33	97	133
ADGRB2	93	83	39	27	23	7	19	31
MIR4254	0	1	2	0	0	0	0	0
SPOCD1	3	6	2	7	0	1	0	4
PTP4A2	5806	7419	7188	8667	10704	9557	11966	12953
KHDRBS1	5464	7381	6537	7731	6685	5897	4791	5594
TMEM39B	665	649	588	624	182	111	289	410
MIR5585	0	0	0	0	0	0	0	0
KPNA6	3884	5021	5533	6185	6165	4940	6352	7413
TXLNA	3242	3939	3754	4388	2574	1896	2885	3427
CCDC28B	186	132	134	107	70	44	73	91
IQCC	299	348	325	381	291	203	185	244
DCDC2B	44	29	32	17	24	15	10	17
TMEM234	262	306	243	281	179	163	123	136
EIF3I	8689	11212	10798	11781	6114	4308	5174	6017
MTMR9LP	42	46	36	42	9	13	16	10
FAM167B	15	10	24	43	0	0	6	9
LCK	386	413	579	638	6	0	42	80
HDAC1	6490	8424	7053	8044	7395	5925	5971	7055
MARCKSL1	5974	6121	4161	4583	2650	2177	1906	2202
FAM229A	1	3	0	1	0	0	0	0
TSSK3	46	35	28	24	67	43	38	48
BSDC1	2631	3218	1881	2202	2342	1634	1625	1898
ZBTB8B	150	149	52	44	92	64	89	100
ZBTB8A	267	386	408	451	681	627	888	946
ZBTB8OS	810	1154	1138	1275	1375	1123	1211	1344
RBBP4	3961	5543	4848	5307	5742	5169	6180	6402
SYNC	6	23	10	18	40	33	17	27
KIAA1522	6020	5937	4943	5017	5286	3595	4335	5457
YARS1	7949	10258	11717	13590	7540	6019	13928	16486
S100PBP	925	1293	1408	1488	1004	997	1692	1821
FNDC5	8	6	8	4	45	19	3	1
HPCA	1	0	0	0	0	0	2	0
TMEM54	842	610	220	167	72	31	50	113
RNF19B	283	391	501	623	373	271	606	730
AK2	8794	10963	10262	12822	13246	11391	12320	13948
AZIN2	74	54	13	9	49	39	7	8
TRIM62	322	283	186	217	163	134	110	144
ZNF362	600	529	390	382	396	313	283	312
A3GALT2	0	1	3	1	0	0	1	4
PHC2	3048	3403	2775	2824	1338	881	1760	2239
MIR3605	0	3	8	3	2	3	1	2
PHC2-AS1	5	5	4	3	4	4	4	5
ZSCAN20	235	266	167	189	300	243	198	206
CSMD2	5	5	0	0	1	2	0	0
HMGB4	0	0	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0	0	0
C1orf94	0	2	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0
GJB5	26	42	3	0	0	0	0	0
GJB4	3	2	2	5	0	0	0	0
GJB3	1868	1893	955	1139	71	45	136	206
GJA4	75	57	10	17	0	0	0	0
SMIM12	1418	1731	1187	1341	842	597	654	792
DLGAP3	45	30	2	2	0	0	1	0
LOC653160	29	43	52	100	31	25	68	88
TMEM35B	659	810	830	1030	396	329	719	863
ZMYM6	872	1047	944	1056	1078	945	1408	1548
ZMYM1	856	1289	1214	1562	1154	1195	1685	1778
SFPQ	10116	13518	9090	11290	10646	9084	7085	7873
ZMYM4	3319	4439	3913	4469	4028	3664	5662	6288
ZMYM4-AS1	2	0	0	0	0	0	1	0
KIAA0319L	2595	3128	2755	3098	4756	3860	3638	3977
NCDN	1570	1317	532	589	600	372	256	340
TFAP2E	7	2	2	14	18	24	12	20
PSMB2	8642	10569	10193	11758	5325	4241	6166	7347
C1orf216	592	640	344	413	553	466	258	271
CLSPN	1404	1890	1846	2071	1263	1106	1265	1374
AGO4	732	946	824	806	962	852	1540	1747
AGO1	1653	2144	1604	1942	1708	1303	1433	1513
AGO3	911	1179	1437	1614	922	773	2085	2428
TEKT2	1	0	7	5	0	0	0	4
ADPRHL2	1299	1423	999	1110	337	257	601	760
COL8A2	0	6	8	11	16	14	14	2
TRAPPC3	1899	2459	2281	2515	1959	1551	1927	2312
MAP7D1	3568	3248	1925	1964	761	552	1119	1394
THRAP3	5267	6764	4991	6180	4549	3986	3353	3993
SH3D21	290	374	143	145	126	81	105	127
EVA1B	78	38	37	26	16	10	11	26
STK40	1477	1405	1291	1347	500	307	805	977
LSM10	578	583	512	461	240	161	246	284
OSCP1	90	151	73	81	122	108	148	169
SNORA63C	0	0	0	1	0	1	0	0
MRPS15	3302	3878	3116	3640	1894	1647	2583	2968
CSF3R	0	0	0	0	2	2	0	0
GRIK3	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0
LINC01137	132	192	87	90	29	16	64	34
ZC3H12A	566	449	294	349	32	32	64	86
MIR6732	6	4	2	0	0	0	0	0
MEAF6	1962	2592	2585	3087	1888	1614	2886	3330
MIR5581	6	3	3	13	0	6	4	5
SNIP1	690	850	701	846	752	658	777	937
DNALI1	2	2	2	2	2	4	2	5
GNL2	3026	3864	4397	5233	3021	2585	4469	5154
RSPO1	0	4	0	1	6	6	8	1
C1orf109	1356	1688	1480	1647	810	665	1791	2011
CDCA8	2642	3250	3455	4000	1603	1139	2586	2963
EPHA10	134	129	23	18	89	52	22	21
MANEAL	231	259	84	82	52	54	18	20
YRDC	708	1020	967	1044	503	380	840	989
C1orf122	760	861	639	515	553	336	265	340
MTF1	355	478	407	542	623	480	418	438
INPP5B	363	435	343	430	374	271	472	476
SF3A3	5044	6896	7591	9070	4566	3869	5714	6286
FHL3	469	480	235	284	92	65	147	176
UTP11	1587	2309	2327	2738	1248	1118	2130	2364
POU3F1	2	4	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0	0
LINC01685	0	0	0	0	0	0	0	0
RRAGC	1328	1694	1475	1748	1818	1769	2469	2472
GJA9-MYCBP	2	5	0	7	4	2	2	2
MYCBP	7	4	2	2	0	0	0	1
LOC105378663	0	0	0	0	0	0	0	0
GJA9	0	0	0	0	0	0	0	0
RHBDL2	48	66	98	148	28	17	88	82
AKIRIN1	3183	4096	4489	5608	5846	5181	8207	9019
NDUFS5	4079	5297	5677	6174	6835	5415	3645	4383
MACF1	16271	21276	17497	19451	20267	16872	16580	18959
KIAA0754	3551	4312	2949	3296	3386	3014	2528	2711
BMP8A	134	163	63	98	179	145	71	66
OXCT2P1	12	8	2	4	2	4	2	2
PPIEL	84	156	144	155	40	19	41	64
PABPC4	7394	8824	7213	8386	3515	2863	3815	4424
PABPC4-AS1	7	21	31	22	18	8	45	33
SNORA55	13	21	19	15	5	10	9	9
HEYL	12	10	0	0	45	21	25	27
NT5C1A	0	0	0	0	0	0	0	0
HPCAL4	8	8	8	2	0	4	2	0
PPIE	1660	1904	1823	2140	1471	1103	1647	1880
BMP8B	276	288	230	305	194	223	131	150
OXCT2	15	12	10	18	10	4	0	3
LOC101929536	17	21	20	7	4	4	6	15
TRIT1	603	817	830	963	587	531	839	994
MYCL	31	37	65	71	84	72	108	116
MFSD2A	16	34	58	97	39	40	69	76
CAP1	8196	10887	10679	12174	8269	6835	7985	9539
PPT1	4065	5322	7129	7944	5248	4415	6078	6631
RLF	901	1170	1235	1519	1784	1646	1717	1848
TMCO2	0	0	0	0	0	4	0	1
ZMPSTE24	1511	2067	1978	2492	2356	2253	1735	1933
COL9A2	43	42	115	113	234	156	126	154
SMAP2	796	971	1048	1292	2595	2007	1270	1489
ZFP69B	215	351	394	405	158	186	567	585
ZFP69	206	256	260	271	190	162	219	317
EXO5	270	350	282	294	452	354	277	301
ZNF684	84	123	116	188	147	138	172	203
RIMS3	57	69	41	17	106	111	54	84
NFYC-AS1	183	210	158	179	141	141	251	272
NFYC	1712	1791	1338	1471	1612	1320	2013	2242
MIR30E	0	0	0	0	0	0	0	0
MIR30C1	1	1	0	1	0	0	0	0
KCNQ4	66	35	59	81	4	9	7	37
CITED4	283	179	134	123	26	12	26	42
CTPS1	4439	5641	5968	6750	2057	1678	3827	4362
SLFNL1-AS1	83	83	80	82	30	20	34	51
SLFNL1	28	5	8	3	5	2	8	2
SCMH1	948	1218	808	1048	678	522	778	962
FOXO6	24	24	10	6	21	10	10	10
FOXO6-AS1	2	11	1	1	0	0	5	1
EDN2	120	97	34	24	112	60	10	24
HIVEP3	266	325	142	173	103	81	59	35
GUCA2B	0	0	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0	0	0
FOXJ3	2908	3674	3425	4138	5010	4264	6374	6832
RIMKLA	49	72	13	12	133	108	22	14
ZMYND12	8	10	23	22	8	8	20	14
CCDC30	38	59	33	35	95	71	59	45
PPCS	1115	1501	1221	1527	1136	1088	1786	1952
PPIH	1355	1855	1615	2002	952	781	1098	1275
YBX1	27655	35423	30538	37613	20937	17211	20565	24346
CLDN19	4	0	0	0	2	0	0	0
P3H1	665	774	615	637	603	393	446	604
C1orf50	327	447	367	382	340	333	464	459
TMEM269-DT	1	0	2	2	4	2	0	3
TMEM269	5	0	7	9	25	18	14	22
SVBP	179	243	259	249	232	242	272	302
ERMAP	246	330	308	322	296	246	300	286
ZNF691	293	359	292	369	279	222	244	317
LOC339539	0	2	1	0	2	0	1	0
SLC2A1	1923	1949	1297	1319	786	640	638	687
SLC2A1-AS1	11	13	16	6	8	7	13	9
FAM183A	4	0	2	0	1	2	0	2
EBNA1BP2	6255	7689	5413	6488	1862	1422	2186	2634
MIR6733	0	1	0	3	1	0	0	0
CFAP57	34	60	18	24	14	18	4	19
TMEM125	781	866	608	626	591	372	636	718
C1orf210	518	666	413	461	633	471	713	791
TIE1	38	37	5	16	2	2	20	7
MPL	21	27	28	31	8	4	28	18
CDC20	6986	7687	8122	8769	2654	1903	4519	5551
ELOVL1	3076	4005	4319	4910	2110	1445	2221	2647
MIR6734	0	3	2	0	0	0	0	3
MED8	1624	2227	2131	2539	1704	1401	2485	2895
SZT2	2453	2559	1467	1586	1104	725	671	882
SZT2-AS1	1	0	0	0	0	0	0	0
MIR6735	0	0	0	0	0	0	0	0
HYI	0	0	0	0	0	0	0	0
PTPRF	8175	7829	5614	5786	5242	3512	4380	5513
KDM4A	3996	5234	4715	5329	5729	4460	5117	6178
KDM4A-AS1	24	32	23	22	12	8	13	11
ST3GAL3	184	216	188	193	140	67	90	124
LOC101929592	0	0	0	2	0	0	1	0
MIR6079	0	0	0	0	0	0	0	0
ARTN	53	70	70	62	11	2	9	14
IPO13	855	956	773	794	566	367	343	419
DPH2	2294	2255	1451	1427	564	433	691	743
ATP6V0B	2934	3233	2446	2597	2015	1316	1449	1875
B4GALT2	1934	1764	1341	1387	330	286	465	589
CCDC24	227	180	67	57	50	34	36	40
SLC6A9	581	479	346	329	91	70	457	598
KLF17	0	0	0	0	0	0	0	0
KLF18	0	0	0	2	0	0	0	0
DMAP1	857	907	478	474	431	252	232	249
ERI3	2014	2243	1761	1977	1235	861	1147	1319
ERI3-IT1	19	36	31	32	17	16	22	44
SNORA110	0	0	0	0	0	0	0	2
RNF220	1915	2176	1911	2225	1105	810	1100	1332
MIR5584	0	0	0	0	0	0	0	0
TMEM53	71	74	28	57	31	24	25	27
SNORD145	2	0	0	0	0	0	0	0
ARMH1	12	18	6	6	15	10	3	8
RNU5F-1	0	0	2	4	2	0	1	0
RNU5D-1	0	0	1	0	0	1	0	0
KIF2C	3516	4440	6296	7174	3791	2868	6151	7074
SNORD160	1	3	3	1	0	2	1	1
RPS8	30732	38626	31197	34258	17571	12279	15003	18497
SNORD55	9	3	0	1	1	0	0	0
SNORD46	8	18	13	23	3	3	9	4
SNORD38A	10	17	15	20	7	6	7	10
SNORD38B	23	24	26	23	26	18	23	34
BEST4	8	2	7	9	0	0	2	13
PLK3	448	504	306	326	48	44	103	149
TCTEX1D4	19	9	16	19	1	2	4	6
BTBD19	16	24	10	19	2	0	7	5
PTCH2	2	9	6	0	9	1	2	5
EIF2B3	853	1138	1594	1875	1076	888	1461	1592
HECTD3	1640	1851	1289	1591	866	671	630	838
UROD	2537	2799	1850	1871	1140	748	712	855
ZSWIM5	24	23	30	16	26	25	19	10
LINC01144	32	44	43	27	28	10	22	28
HPDL	179	205	189	176	15	14	65	68
MUTYH	832	738	462	557	133	113	209	265
TOE1	584	754	565	637	291	193	322	399
TESK2	126	97	84	90	357	248	325	398
CCDC163	126	121	141	159	153	122	260	306
MMACHC	800	954	665	682	477	343	332	410
PRDX1	9964	13499	15902	18828	15508	13285	11435	12950
AKR1A1	1183	1330	1603	1682	1792	1297	1321	1501
NASP	6465	9196	8227	9808	7123	5974	7564	8409
CCDC17	16	23	18	26	17	7	21	30
GPBP1L1	4273	5425	5847	7052	5256	4555	6341	7138
RPS15AP10	6	3	12	6	24	15	16	27
TMEM69	1310	1740	1541	1667	1651	1322	1591	1761
IPP	380	473	575	580	647	554	785	815
MAST2	2008	2382	2112	2397	1375	861	1802	2207
LOC110117498-PIK3R3	0	0	0	0	0	0	0	0
PIK3R3	71	90	96	120	302	239	144	185
LOC101929626	3	10	9	14	0	2	2	5
TSPAN1	469	624	1087	1257	990	685	606	654
P3R3URF	0	0	0	0	0	0	0	0
POMGNT1	2175	2482	1997	2327	1738	1141	1081	1281
LURAP1	0	0	0	0	0	0	3	2
RAD54L	1657	2046	1866	2264	1139	889	1315	1595
LRRC41	1790	2014	1827	1920	1082	792	1235	1566
UQCRH	6559	8850	8716	10380	9307	7523	7214	8145
NSUN4	1072	1442	1372	1601	949	833	1461	1633
FAAH	188	170	55	39	73	54	47	26
FAAHP1	2	0	2	2	0	2	2	0
LINC01398	0	2	0	0	0	0	0	0
DMBX1	93	81	20	17	19	8	20	26
TMEM275	0	0	0	0	0	0	0	0
MKNK1-AS1	12	9	14	18	8	4	8	14
KNCN	0	0	0	0	0	0	0	0
MKNK1	843	967	745	826	518	430	532	643
MOB3C	204	255	241	289	179	147	270	295
ATPAF1	1145	1582	1490	1672	1658	1531	1681	1699
TEX38	0	0	0	0	2	2	0	0
EFCAB14-AS1	4	13	4	1	5	7	2	11
EFCAB14	3807	4835	4381	5224	5392	4774	4538	5103
CYP4B1	131	137	142	175	682	560	278	349
CYP4Z2P	0	0	0	0	7	7	0	1
CYP4A11	0	0	0	0	0	0	0	0
CYP4X1	28	30	24	31	114	101	79	89
CYP4Z1	0	0	4	2	6	7	3	3
CYP4A22	0	2	2	2	2	2	0	2
LINC00853	8	14	9	8	10	5	4	0
PDZK1IP1	95	64	338	436	0	0	15	14
TAL1	3	4	0	3	32	14	16	30
STIL	2191	3186	3112	3643	3130	2768	4200	4370
CMPK1	2676	3826	3931	5076	3189	2757	4372	4775
LINC01389	0	0	4	0	6	1	0	0
FOXE3	0	3	0	0	0	0	2	0
FOXD2-AS1	18	16	4	4	19	6	2	6
FOXD2	0	1	0	0	0	0	0	0
TRABD2B	2	0	0	0	0	0	0	0
SKINT1L	0	0	0	0	0	0	0	0
SLC5A9	0	2	0	0	3	1	0	0
SPATA6	149	177	64	103	285	207	101	132
AGBL4	3	5	8	3	0	4	0	6
BEND5	42	35	19	13	8	8	9	1
AGBL4-AS1	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	2	0	0	0	0
ELAVL4	0	1	0	0	0	0	0	2
DMRTA2	2	2	0	0	0	3	2	0
FAF1	2647	3453	4609	5182	3207	2858	5026	5742
CDKN2C	143	163	150	207	375	287	313	270
MIR4421	0	0	0	0	0	0	0	0
MIR6500	0	0	0	0	0	0	0	0
C1orf185	0	0	0	0	0	0	0	0
LINC01562	0	4	2	0	5	3	0	2
RNF11	2148	2725	2761	3545	4153	3787	3813	4213
TTC39A	96	97	219	199	105	88	206	244
TTC39A-AS1	0	4	0	0	0	2	0	2
EPS15	2825	4028	4305	5247	2886	2473	6124	6573
CALR4P	10	25	33	42	5	0	22	37
OSBPL9	5793	7757	7837	9119	6740	6105	9644	10607
NRDC	6343	8343	11306	13377	8610	7887	11832	13147
MIR761	0	0	0	0	0	0	0	0
RAB3B	3213	4225	5306	5682	1822	1480	4350	4681
TXNDC12	2536	3335	4527	5277	3186	2939	4987	5627
KTI12	0	0	0	0	0	0	0	0
TXNDC12-AS1	1	0	1	3	1	0	5	2
BTF3L4	2703	3497	3536	4654	4229	3746	6167	6957
ZFYVE9	876	1266	1535	1778	2355	2335	3572	3909
CC2D1B	892	1030	1112	1117	589	467	521	650
ORC1	709	926	1408	1602	924	744	903	1052
PRPF38A	1632	2015	2463	2965	2306	2188	3250	3460
TUT4	1248	1797	2085	2500	3276	2763	4534	5034
GPX7	0	2	106	107	2	4	145	128
SHISAL2A	0	0	8	9	2	0	1	4
COA7	1756	2215	2456	2879	1369	1105	1847	2130
ZYG11B	931	1249	1364	1563	1834	1459	2069	2284
ZYG11A	717	1079	981	1064	1343	1143	1375	1690
ECHDC2	548	629	454	531	696	626	635	717
SCP2	2994	3879	4017	4490	4003	3625	3935	4239
PODN	10	17	5	5	0	2	2	5
SLC1A7	0	0	0	0	0	0	0	0
CPT2	749	921	866	940	1157	868	757	919
CZIB	830	1140	1006	1055	800	574	675	798
MAGOH	1393	1848	2016	2294	1103	855	1426	1596
LOC100507564	29	49	21	26	22	6	13	5
LRP8	1536	2076	2792	3341	483	423	851	1003
LINC01771	3	6	6	0	0	0	2	0
SLC25A3P1	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0
GLIS1	2	0	0	0	0	0	0	0
NDC1	4471	5815	6059	7317	5061	4859	6641	7255
YIPF1	493	553	461	525	622	541	473	544
DIO1	3	3	4	0	5	0	2	6
HSPB11	966	1320	999	1240	1098	1126	1041	1244
LRRC42	2251	2992	2188	2574	1904	1633	2523	2802
LDLRAD1	0	0	2	0	0	0	0	0
TMEM59	3557	4496	4513	5025	7479	6624	7406	8067
TCEANC2	593	704	637	861	940	806	1001	1127
MIR4781	0	0	0	0	0	0	0	0
CDCP2	0	2	0	2	1	2	0	0
CYB5RL	240	307	295	291	466	325	262	326
MRPL37	4251	5130	4160	4724	3460	2674	3125	3837
SSBP3	433	570	439	437	623	473	335	381
SSBP3-AS1	6	4	6	4	31	29	9	15
ACOT11	217	220	43	64	8	5	18	29
FAM151A	5	11	0	0	2	0	0	1
MROH7-TTC4	0	1	0	1	0	0	0	0
MROH7	3	0	0	0	0	0	0	1
TTC4	38	59	59	64	20	12	13	14
PARS2	452	565	442	501	380	236	364	413
TTC22	275	306	262	303	79	46	93	80
LEXM	0	0	4	3	12	7	11	12
DHCR24	31383	36575	37280	40700	74767	56738	25906	30864
TMEM61	18	7	26	10	14	16	8	6
BSND	0	1	0	0	3	5	0	0
PCSK9	464	425	666	647	188	157	644	828
USP24	5357	7253	5890	7024	4795	4222	7557	8102
LOC100507634	63	98	55	64	29	11	62	91
MIR4422HG	0	0	0	0	0	0	0	0
MIR4422	0	0	0	0	0	0	0	0
LINC01753	0	0	0	0	0	0	0	0
LINC01755	0	0	0	0	0	0	0	0
LINC01767	0	2	0	0	0	0	0	0
PLPP3	101	98	232	227	288	259	311	316
LOC101929935	0	0	0	0	2	0	2	0
PRKAA2	419	567	981	1488	2644	2332	5345	5651
FYB2	2	1	10	12	2	3	6	8
C8A	0	0	0	0	0	0	2	0
C8B	0	0	0	0	0	0	0	0
DAB1	6	12	3	4	41	70	0	5
DAB1-AS1	0	0	0	0	0	0	0	0
OMA1	745	1057	1112	1249	1125	1087	1115	1244
TACSTD2	4378	4808	10027	12152	13386	11772	7151	8175
MYSM1	1023	1508	1619	1954	2425	2430	3188	3586
JUN	2277	2156	1271	1477	1147	888	827	956
LINC01135	17	9	5	16	3	2	5	10
LINC01358	1	2	2	1	24	18	4	0
HSD52	4	2	1	4	2	2	6	3
FGGY	230	352	214	213	194	169	207	275
MIR4711	0	0	0	0	0	0	0	0
LOC101926944	2	1	0	1	2	2	0	2
HOOK1	2122	2665	3053	3812	3159	2788	5311	5807
CYP2J2	136	165	354	373	130	108	214	231
C1orf87	0	0	0	0	0	0	0	0
LINC01748	2	0	0	3	0	0	0	0
LOC101926964	0	0	0	0	0	0	0	0
NFIA-AS2	0	0	0	0	0	0	0	0
NFIA	755	903	1469	1641	1024	737	1727	1822
NFIA-AS1	0	0	0	0	0	0	0	0
MGC34796	2	0	0	0	0	0	2	0
TM2D1	606	678	606	897	804	733	1047	1201
PATJ	2051	2801	3525	3922	3410	3035	5449	6241
MIR12132	0	0	0	0	0	0	0	0
MIR3116-1	0	0	0	0	0	0	0	0
MIR3116-2	0	0	0	0	0	0	0	0
L1TD1	0	0	0	1	2	2	0	0
KANK4	7	4	0	2	28	25	37	27
USP1	3747	4967	4963	5667	4880	4226	8509	9061
DOCK7	1454	2068	2153	2452	2167	1908	2335	2702
ANGPTL3	0	0	1	6	3	8	7	10
ATG4C	436	566	662	821	768	834	1211	1417
LINC01739	0	0	0	0	0	0	0	0
LINC00466	2	0	4	0	5	4	0	4
FOXD3-AS1	14	12	0	2	150	109	18	28
FOXD3	9	10	0	0	12	6	3	6
MIR6068	0	0	0	0	0	0	0	0
ALG6	389	536	662	911	786	761	518	562
ITGB3BP	821	981	845	1133	1438	1323	1489	1659
EFCAB7	196	274	239	310	484	409	468	426
DLEU2L	0	8	5	7	14	7	4	9
PGM1	3146	3794	4364	4984	3897	3223	4710	5323
ROR1	701	1038	757	756	724	583	395	448
ROR1-AS1	0	2	2	2	0	0	0	0
UBE2U	4	6	2	6	0	0	16	17
CACHD1	220	310	397	516	453	404	505	624
MIR4794	0	0	0	0	0	0	0	0
RAVER2	468	734	647	812	1128	952	1136	1285
JAK1	3964	5201	6473	7699	10252	9044	12788	13850
LINC01359	5	1	4	8	4	0	5	6
MIR3671	1	2	2	0	5	2	4	2
MIR101-1	0	0	0	0	0	0	0	0
AK4	2050	2844	2327	2439	2747	2269	2955	3156
DNAJC6	163	184	570	720	1073	919	1493	1521
LEPR	128	203	579	796	799	789	1200	1252
LEPROT	3262	4214	4205	5203	6793	5873	6376	7104
PDE4B	2	2	2	4	4	6	0	6
PDE4B-AS1	0	0	0	0	0	0	0	0
SGIP1	99	133	377	399	874	735	863	947
MIR3117	0	0	2	2	0	0	4	0
TCTEX1D1	0	0	0	0	0	0	0	2
INSL5	0	0	0	0	0	2	0	0
WDR78	105	157	86	105	121	114	66	84
MIER1	1075	1467	1469	2257	1801	1626	2629	2980
SLC35D1	168	251	363	414	464	418	359	389
C1orf141	0	0	0	0	0	0	0	0
IL23R	0	0	0	0	0	0	0	0
IL12RB2	39	41	297	323	3	3	28	44
SERBP1	15590	19566	20471	26346	14014	12308	18877	21351
GADD45A	1313	1517	1817	2203	561	562	3993	4555
GNG12	5527	7456	9304	11796	9053	7912	10545	11493
GNG12-AS1	14	34	33	48	52	69	29	44
DIRAS3	3	4	13	10	8	0	11	4
WLS	2029	2603	3426	3965	8437	6986	4302	4847
MIR1262	1	0	0	0	2	0	0	0
RPE65	296	353	34	22	0	1	11	13
DEPDC1	2740	3963	5046	5870	4080	3723	8191	8455
DEPDC1-AS1	8	16	23	25	6	6	2	4
LINC01707	0	0	0	0	0	0	0	0
LINC01758	0	0	0	0	0	0	0	0
LRRC7	14	14	18	14	20	14	20	28
PIN1P1	0	0	0	0	0	0	0	0
LRRC40	1209	1767	1739	2324	1480	1138	2130	2253
SRSF11	6078	8290	8851	11594	7707	6796	12546	14321
ANKRD13C	935	1110	1008	1238	1303	1173	1705	1785
HHLA3	346	443	390	466	349	230	400	473
CTH	280	350	594	713	248	279	1410	1701
LINC01788	0	0	0	0	0	0	0	0
PTGER3	61	88	363	439	143	131	682	742
ZRANB2-AS1	19	13	25	42	28	29	30	50
ZRANB2	3893	5327	4237	5530	4812	4406	6278	6809
MIR186	12	13	11	45	22	16	24	37
ZRANB2-AS2	16	34	24	14	13	13	13	16
NEGR1	243	294	1061	1297	318	258	1061	1025
NEGR1-IT1	0	0	0	0	1	0	0	0
LINC01360	0	0	0	0	0	0	0	0
LINC02238	0	0	0	0	0	0	0	0
LRRIQ3	125	206	72	147	55	57	58	52
FPGT-TNNI3K	0	0	0	0	0	0	0	2
FPGT	671	875	488	677	646	659	550	638
TNNI3K	0	0	0	0	0	0	1	0
LRRC53	0	0	0	0	0	0	0	2
ERICH3	6	4	11	17	2	2	6	10
ERICH3-AS1	1	0	0	0	0	0	0	0
CRYZ	3637	5103	4052	5247	3366	2906	3879	4342
TYW3	2323	3190	2262	2565	1579	1414	1582	1796
LHX8	0	0	0	0	4	0	4	2
SLC44A5	23	28	6	8	89	135	20	38
ACADM	3096	4087	2710	3615	2691	2363	3028	3298
DLSTP1	113	114	74	125	154	105	89	103
RABGGTB	3911	4916	3116	3818	3038	2688	3816	4093
SNORD45C	28	35	29	32	12	17	38	52
SNORD45A	29	43	13	16	13	8	22	30
SNORD45B	36	50	25	20	20	18	34	33
MSH4	16	26	2	3	2	8	11	4
ASB17	0	0	0	0	0	0	0	0
LOC101927342	0	0	0	2	0	0	0	0
ST6GALNAC3	100	94	281	352	132	159	135	155
LINC02567	0	0	0	0	0	0	0	0
ST6GALNAC5	1060	1398	1526	1722	674	629	1237	1293
MIR7156	1	4	3	3	1	0	2	0
PIGK	1592	2225	2734	3412	4870	4340	4149	4517
AK5	13	29	22	38	192	186	99	133
ZZZ3	3429	4700	4325	4954	5124	4641	7349	7854
USP33	3259	4270	4037	4932	6756	6118	8729	9311
MIGA1	917	1369	1043	1456	1803	1734	1806	1792
NEXN-AS1	2	11	12	13	17	10	15	24
NEXN	276	397	572	768	666	596	564	625
FUBP1	7498	10164	8312	9953	7863	6816	8499	9457
DNAJB4	476	671	1098	1418	1339	1297	1585	1921
GIPC2	0	3	71	111	8	10	42	79
MGC27382	0	0	0	0	0	0	0	0
PTGFR	0	0	2	0	0	0	0	0
IFI44L	43	66	1371	1590	374	366	27	30
IFI44	551	696	2451	2844	570	517	40	44
ADGRL4	0	0	0	0	0	0	1	0
LINC01781	0	1	0	1	0	0	1	0
ADGRL2	1624	2416	4170	4703	10555	9733	6639	7133
LOC101927434	0	0	0	0	0	0	0	0
LINC01362	0	0	0	0	0	0	0	0
LINC01361	0	0	0	0	2	4	0	0
LINC01712	0	0	0	0	0	0	0	0
LINC01725	0	0	0	0	0	0	1	0
LOC101927560	1	0	5	5	4	1	2	2
TTLL7	231	267	260	302	738	605	300	247
PRKACB	1027	1333	715	878	853	727	1207	1290
SAMD13	59	92	73	80	35	52	55	46
UOX	3	9	6	4	9	2	1	4
DNASE2B	0	0	0	0	0	4	0	0
RPF1	1600	2253	2916	3372	2072	1724	2744	3056
GNG5	3096	3676	3931	4251	3783	3583	3964	4476
SPATA1	7	13	4	12	6	8	6	8
CTBS	190	219	395	499	793	742	822	897
LINC01461	2	0	4	3	1	2	0	0
LINC01555	0	0	2	4	2	0	4	6
SSX2IP	1423	2023	2451	3111	2239	2188	3799	4260
LPAR3	433	585	1933	2162	746	649	710	768
MCOLN2	251	327	863	929	455	332	388	353
MCOLN3	1209	1589	1507	1908	3149	2853	3174	3535
WDR63	9	22	37	28	43	46	20	32
MIR4423	0	0	0	0	0	0	0	0
SYDE2	308	386	666	782	832	707	956	1010
C1orf52	718	831	1022	1402	1174	989	1234	1512
BCL10	861	1121	1366	1543	1061	990	1604	1577
LOC646626	18	13	29	29	27	14	9	17
DDAH1	2697	3670	7454	8982	7892	6889	9540	10809
CCN1	11801	14811	21081	24354	20509	16638	25603	29729
ZNHIT6	2064	2996	4271	5348	2581	2338	6074	6454
COL24A1	5	2	19	8	4	5	8	2
ODF2L	808	1073	1135	1389	2038	1959	2016	2214
MIR7856	0	0	0	0	0	0	0	0
CLCA2	2	4	4	7	1	0	0	2
CLCA1	0	0	0	0	0	0	0	0
CLCA4	0	0	0	1	0	0	0	0
CLCA4-AS1	24	28	25	22	15	8	10	21
CLCA3P	0	7	10	16	0	0	0	0
